行为编号,所属活动,开始时间,结束时间,行为类型,主体,客体（行为目的）,布鲁姆教育目标分类,任务完成情况,工具,共同体（互动范围）,证据来源,备注
B625,AV3,0:31:24,0:31:27,检测学习结果/评价行为,T&S,用比例解决实际问题：蜂蜜水的稀释问题,应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B626,AV3,0:31:27,0:31:30,检测学习结果/评价行为,T&S,用比例解决实际问题：蜂蜜水的稀释问题,应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B627,AV3,0:31:30,0:31:33,检测学习结果/评价行为,T&S,用比例解决实际问题：蜂蜜水的稀释问题,应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B628,AV3,0:31:33,0:31:36,检测学习结果/评价行为,T&S,用比例解决实际问题：蜂蜜水的稀释问题,应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B629,AV3,0:31:36,0:31:39,检测学习结果/评价行为,T&S,用比例解决实际问题：蜂蜜水的稀释问题,应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B630,AV3,0:31:39,0:31:42,检测学习结果/评价行为,T&S,用比例解决实际问题：蜂蜜水的稀释问题,应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B631,AV3,0:31:42,0:31:45,检测学习结果/评价行为,T&S,用比例解决实际问题：蜂蜜水的稀释问题,应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B632,AV3,0:31:45,0:31:48,检测学习结果/评价行为,T&S,用比例解决实际问题：蜂蜜水的稀释问题,应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B633,AV3,0:31:48,0:31:51,检测学习结果/评价行为,T&S,用比例解决实际问题：蜂蜜水的稀释问题,应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B634,AV3,0:31:51,0:31:54,检测学习结果/评价行为,T&S,用比例解决实际问题：蜂蜜水的稀释问题,应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B635,AV3,0:31:54,0:31:57,检测学习结果/评价行为,T&S,用比例解决实际问题：蜂蜜水的稀释问题,应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B636,AV3,0:31:57,0:32:00,检测学习结果/评价行为,T&S,用比例解决实际问题：蜂蜜水的稀释问题,应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B637,AV3,0:32:00,0:32:03,检测学习结果/评价行为,T&S,用比例解决实际问题：蜂蜜水的稀释问题,应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B638,AV3,0:32:03,0:32:06,检测学习结果/评价行为,T&S,用比例解决实际问题：蜂蜜水的稀释问题,应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B639,AV3,0:32:06,0:32:09,检测学习结果/评价行为,T&S,用比例解决实际问题：蜂蜜水的稀释问题,应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B640,AV3,0:32:09,0:32:12,检测学习结果/评价行为,T&S,用比例解决实际问题：蜂蜜水的稀释问题,应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B641,AV3,0:32:12,0:32:15,检测学习结果/评价行为,T&S,用比例解决实际问题：蜂蜜水的稀释问题,应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B642,AV3,0:32:15,0:32:18,检测学习结果/评价行为,T&S,用比例解决实际问题：蜂蜜水的稀释问题,应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B643,AV3,0:32:18,0:32:21,检测学习结果/评价行为,T&S,用比例解决实际问题：蜂蜜水的稀释问题,应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B644,AV3,0:32:21,0:32:24,检测学习结果/评价行为,T&S,用比例解决实际问题：蜂蜜水的稀释问题,应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B645,AV3,0:32:24,0:32:27,检测学习结果/评价行为,T&S,用比例解决实际问题：蜂蜜水的稀释问题,应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B646,AV3,0:32:27,0:32:30,检测学习结果/评价行为,T&S,用比例解决实际问题：蜂蜜水的稀释问题,应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B647,AV3,0:32:30,0:32:33,检测学习结果/评价行为,T&S,用比例解决实际问题：蜂蜜水的稀释问题,应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B648,AV3,0:32:33,0:32:36,检测学习结果/评价行为,T&S,用比例解决实际问题：蜂蜜水的稀释问题,应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B649,AV3,0:32:36,0:32:39,检测学习结果/评价行为,T&S,用比例解决实际问题：蜂蜜水的稀释问题,应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B650,AV3,0:32:39,0:32:42,检测学习结果/评价行为,T&S,用比例解决实际问题：蜂蜜水的稀释问题,应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B651,AV3,0:32:42,0:32:45,检测学习结果/评价行为,T&S,用比例解决实际问题：蜂蜜水的稀释问题,应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B652,AV3,0:32:45,0:32:48,检测学习结果/评价行为,T&S,用比例解决实际问题：蜂蜜水的稀释问题,应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B653,AV3,0:32:48,0:32:51,检测学习结果/评价行为,T&S,用比例解决实际问题：蜂蜜水的稀释问题,应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B654,AV3,0:32:51,0:32:54,检测学习结果/评价行为,T&S,用比例解决实际问题：蜂蜜水的稀释问题,应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B655,AV3,0:32:54,0:32:57,检测学习结果/评价行为,T&S,用比例解决实际问题：蜂蜜水的稀释问题,应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B656,AV3,0:32:57,0:33:00,检测学习结果/评价行为,T&S,用比例解决实际问题：蜂蜜水的稀释问题,应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B657,AV3,0:33:00,0:33:03,检测学习结果/评价行为,T&S,用比例解决实际问题：蜂蜜水的稀释问题,应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B658,AV3,0:33:03,0:33:06,检测学习结果/评价行为,T&S,用比例解决实际问题：蜂蜜水的稀释问题,应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B659,AV3,0:33:06,0:33:09,检测学习结果/评价行为,T&S,用比例解决实际问题：蜂蜜水的稀释问题,应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B660,AV3,0:33:09,0:33:12,检测学习结果/评价行为,T&S,用比例解决实际问题：蜂蜜水的稀释问题,应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B661,AV3,0:33:12,0:33:15,检测学习结果/评价行为,T&S,用比例解决实际问题：蜂蜜水的稀释问题,应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B662,AV3,0:33:15,0:33:18,检测学习结果/评价行为,T&S,用比例解决实际问题：蜂蜜水的稀释问题,应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B663,AV3,0:33:18,0:33:21,检测学习结果/评价行为,T&S,用比例解决实际问题：蜂蜜水的稀释问题,应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B664,AV3,0:33:21,0:33:24,检测学习结果/评价行为,T&S,用比例解决实际问题：蜂蜜水的稀释问题,应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B665,AV3,0:33:24,0:33:26,检测学习结果/评价行为,T&S,用比例解决实际问题：蜂蜜水的稀释问题,应用,完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B666,AV4,0:33:26,0:33:29,促进保持和迁移,T&S,询问学生这节课的收获,理解,部分完成,ppt+口头讲述,T→S_whole,"V, R",[总结迁移]
B667,AV4,0:33:29,0:33:32,促进保持和迁移,T&S,询问学生这节课的收获,理解,部分完成,ppt+口头讲述,T→S_whole,"V, R",[总结迁移]
B668,AV4,0:33:32,0:33:35,促进保持和迁移,T&S,询问学生这节课的收获,理解,部分完成,ppt+口头讲述,T→S_whole,"V, R",[总结迁移]
B669,AV4,0:33:35,0:33:38,促进保持和迁移,T&S,询问学生这节课的收获,理解,部分完成,ppt+口头讲述,T→S_whole,"V, R",[总结迁移]
B670,AV4,0:33:38,0:33:41,促进保持和迁移,T&S,询问学生这节课的收获,理解,部分完成,ppt+口头讲述,T→S_whole,"V, R",[总结迁移]
B671,AV4,0:33:41,0:33:44,促进保持和迁移,T&S,询问学生这节课的收获,理解,部分完成,ppt+口头讲述,T→S_whole,"V, R",[总结迁移]
B672,AV4,0:33:44,0:33:47,促进保持和迁移,T&S,询问学生这节课的收获,理解,部分完成,ppt+口头讲述,T→S_whole,"V, R",[总结迁移]
B673,AV4,0:33:47,0:33:50,促进保持和迁移,T&S,询问学生这节课的收获,理解,部分完成,ppt+口头讲述,T→S_whole,"V, R",[总结迁移]
B674,AV4,0:33:50,0:33:53,促进保持和迁移,T&S,询问学生这节课的收获,理解,部分完成,ppt+口头讲述,T→S_whole,"V, R",[总结迁移]
B675,AV4,0:33:53,0:33:56,促进保持和迁移,T&S,询问学生这节课的收获,理解,部分完成,ppt+口头讲述,T→S_whole,"V, R",[总结迁移]
B676,AV4,0:33:56,0:33:59,促进保持和迁移,T&S,询问学生这节课的收获,理解,部分完成,ppt+口头讲述,T→S_whole,"V, R",[总结迁移]
B677,AV4,0:33:59,0:34:02,促进保持和迁移,T&S,询问学生这节课的收获,理解,部分完成,ppt+口头讲述,T→S_whole,"V, R",[总结迁移]
B678,AV4,0:34:02,0:34:05,促进保持和迁移,T&S,询问学生这节课的收获,理解,部分完成,ppt+口头讲述,T→S_whole,"V, R",[总结迁移]
B679,AV4,0:34:05,0:34:08,促进保持和迁移,T&S,询问学生这节课的收获,理解,部分完成,ppt+口头讲述,T→S_whole,"V, R",[总结迁移]
B680,AV4,0:34:08,0:34:11,促进保持和迁移,T&S,询问学生这节课的收获,理解,部分完成,ppt+口头讲述,T→S_whole,"V, R",[总结迁移]
B681,AV4,0:34:11,0:34:14,促进保持和迁移,T&S,询问学生这节课的收获,理解,部分完成,ppt+口头讲述,T→S_whole,"V, R",[总结迁移]
B682,AV4,0:34:14,0:34:17,促进保持和迁移,T&S,询问学生这节课的收获,理解,部分完成,ppt+口头讲述,T→S_whole,"V, R",[总结迁移]
B683,AV4,0:34:17,0:34:20,促进保持和迁移,T&S,询问学生这节课的收获,理解,部分完成,ppt+口头讲述,T→S_whole,"V, R",[总结迁移]
B684,AV4,0:34:20,0:34:23,促进保持和迁移,T&S,询问学生这节课的收获,理解,部分完成,ppt+口头讲述,T→S_whole,"V, R",[总结迁移]
B685,AV4,0:34:23,0:34:26,促进保持和迁移,T&S,询问学生这节课的收获,理解,部分完成,ppt+口头讲述,T→S_whole,"V, R",[总结迁移]
B686,AV4,0:34:26,0:34:29,促进保持和迁移,T&S,询问学生这节课的收获,理解,部分完成,ppt+口头讲述,T→S_whole,"V, R",[总结迁移]
B687,AV4,0:34:29,0:34:32,促进保持和迁移,T&S,询问学生这节课的收获,理解,部分完成,ppt+口头讲述,T→S_whole,"V, R",[总结迁移]
B688,AV4,0:34:32,0:34:35,促进保持和迁移,T&S,询问学生这节课的收获,理解,部分完成,ppt+口头讲述,T→S_whole,"V, R",[总结迁移]
B689,AV4,0:34:35,0:34:38,促进保持和迁移,T&S,询问学生这节课的收获,理解,部分完成,ppt+口头讲述,T→S_whole,"V, R",[总结迁移]
B690,AV4,0:34:38,0:34:41,促进保持和迁移,T&S,询问学生这节课的收获,理解,部分完成,ppt+口头讲述,T→S_whole,"V, R",[总结迁移]
B691,AV4,0:34:41,0:34:44,促进保持和迁移,T&S,询问学生这节课的收获,理解,部分完成,ppt+口头讲述,T→S_whole,"V, R",[总结迁移]
B692,AV4,0:34:44,0:34:47,促进保持和迁移,T&S,询问学生这节课的收获,理解,部分完成,ppt+口头讲述,T→S_whole,"V, R",[总结迁移]
B693,AV4,0:34:47,0:34:50,促进保持和迁移,T&S,询问学生这节课的收获,理解,部分完成,ppt+口头讲述,T→S_whole,"V, R",[总结迁移]
B694,AV4,0:34:50,0:34:53,促进保持和迁移,T&S,询问学生这节课的收获,理解,完成,ppt+口头讲述,T→S_whole,"V, R",[总结迁移]
B695,AV4,0:34:53,0:34:56,促进保持和迁移,T&S,布置思考题,创新,部分完成,ppt+口头讲述,T→S_whole,"V, R",[总结迁移]
B696,AV4,0:34:56,0:34:59,促进保持和迁移,T&S,布置思考题,创新,部分完成,ppt+口头讲述,T→S_whole,"V, R",[总结迁移]
B697,AV4,0:34:59,0:35:02,促进保持和迁移,T&S,布置思考题,创新,部分完成,ppt+口头讲述,T→S_whole,"V, R",[总结迁移]
B698,AV4,0:35:02,0:35:05,促进保持和迁移,T&S,布置思考题,创新,部分完成,ppt+口头讲述,T→S_whole,"V, R",[总结迁移]
B699,AV4,0:35:05,0:35:08,促进保持和迁移,T&S,布置思考题,创新,部分完成,ppt+口头讲述,T→S_whole,"V, R",[总结迁移]
B700,AV4,0:35:08,0:35:11,促进保持和迁移,T&S,布置思考题,创新,部分完成,ppt+口头讲述,T→S_whole,"V, R",[总结迁移]
B701,AV4,0:35:11,0:35:14,促进保持和迁移,T&S,布置思考题,创新,部分完成,ppt+口头讲述,T→S_whole,"V, R",[总结迁移]
B702,AV4,0:35:14,0:35:17,促进保持和迁移,T&S,布置思考题,创新,部分完成,ppt+口头讲述,T→S_whole,"V, R",[总结迁移]
B703,AV4,0:35:17,0:35:20,促进保持和迁移,T&S,布置思考题,创新,部分完成,ppt+口头讲述,T→S_whole,"V, R",[总结迁移]
B704,AV4,0:35:20,0:35:23,促进保持和迁移,T&S,布置思考题,创新,部分完成,ppt+口头讲述,T→S_whole,"V, R",[总结迁移]
B705,AV4,0:35:23,0:35:26,促进保持和迁移,T&S,布置思考题,创新,部分完成,ppt+口头讲述,T→S_whole,"V, R",[总结迁移]
B706,AV4,0:35:26,0:35:29,促进保持和迁移,T&S,布置思考题,创新,部分完成,ppt+口头讲述,T→S_whole,"V, R",[总结迁移]
B707,AV4,0:35:29,0:35:31,促进保持和迁移,T&S,布置思考题,创新,完成,ppt+口头讲述,T→S_whole,"V, R",[总结迁移]
